,filename,left,bottom,right,top
63,tile_chm_k1_63.tif,157000.0,243000.0,158000.0,244000.0
64,tile_chm_k1_64.tif,158000.0,243000.0,159000.0,244000.0
65,tile_chm_k1_65.tif,159000.0,243000.0,160000.0,244000.0
66,tile_chm_k1_66.tif,160000.0,243000.0,161000.0,244000.0
67,tile_chm_k1_67.tif,161000.0,243000.0,162000.0,244000.0
68,tile_chm_k1_68.tif,145000.0,242000.0,146000.0,243000.0
69,tile_chm_k1_69.tif,146000.0,242000.0,147000.0,243000.0
70,tile_chm_k1_70.tif,147000.0,242000.0,148000.0,243000.0
71,tile_chm_k1_71.tif,148000.0,242000.0,149000.0,243000.0
72,tile_chm_k1_72.tif,149000.0,242000.0,150000.0,243000.0
73,tile_chm_k1_73.tif,150000.0,242000.0,151000.0,243000.0
74,tile_chm_k1_74.tif,151000.0,242000.0,152000.0,243000.0
75,tile_chm_k1_75.tif,152000.0,242000.0,153000.0,243000.0
76,tile_chm_k1_76.tif,153000.0,242000.0,154000.0,243000.0
77,tile_chm_k1_77.tif,154000.0,242000.0,155000.0,243000.0
78,tile_chm_k1_78.tif,155000.0,242000.0,156000.0,243000.0
79,tile_chm_k1_79.tif,156000.0,242000.0,157000.0,243000.0
80,tile_chm_k1_80.tif,157000.0,242000.0,158000.0,243000.0
81,tile_chm_k1_81.tif,158000.0,242000.0,159000.0,243000.0
82,tile_chm_k1_82.tif,159000.0,242000.0,160000.0,243000.0
83,tile_chm_k1_83.tif,160000.0,242000.0,161000.0,243000.0
84,tile_chm_k1_84.tif,161000.0,242000.0,162000.0,243000.0
85,tile_chm_k1_85.tif,145000.0,241000.0,146000.0,242000.0
86,tile_chm_k1_86.tif,146000.0,241000.0,147000.0,242000.0
87,tile_chm_k1_87.tif,147000.0,241000.0,148000.0,242000.0
88,tile_chm_k1_88.tif,148000.0,241000.0,149000.0,242000.0
89,tile_chm_k1_89.tif,149000.0,241000.0,150000.0,242000.0
90,tile_chm_k1_90.tif,150000.0,241000.0,151000.0,242000.0
91,tile_chm_k1_91.tif,151000.0,241000.0,152000.0,242000.0
92,tile_chm_k1_92.tif,152000.0,241000.0,153000.0,242000.0
93,tile_chm_k1_93.tif,153000.0,241000.0,154000.0,242000.0
94,tile_chm_k1_94.tif,154000.0,241000.0,155000.0,242000.0
95,tile_chm_k1_95.tif,155000.0,241000.0,156000.0,242000.0
96,tile_chm_k1_96.tif,156000.0,241000.0,157000.0,242000.0
97,tile_chm_k1_97.tif,157000.0,241000.0,158000.0,242000.0
98,tile_chm_k1_98.tif,158000.0,241000.0,159000.0,242000.0
99,tile_chm_k1_99.tif,159000.0,241000.0,160000.0,242000.0
100,tile_chm_k1_100.tif,160000.0,241000.0,161000.0,242000.0
101,tile_chm_k1_101.tif,161000.0,241000.0,162000.0,242000.0
102,tile_chm_k1_102.tif,145000.0,240000.0,146000.0,241000.0
103,tile_chm_k1_103.tif,146000.0,240000.0,147000.0,241000.0
104,tile_chm_k1_104.tif,147000.0,240000.0,148000.0,241000.0
105,tile_chm_k1_105.tif,148000.0,240000.0,149000.0,241000.0
106,tile_chm_k1_106.tif,149000.0,240000.0,150000.0,241000.0
107,tile_chm_k1_107.tif,150000.0,240000.0,151000.0,241000.0
108,tile_chm_k1_108.tif,151000.0,240000.0,152000.0,241000.0
109,tile_chm_k1_109.tif,152000.0,240000.0,153000.0,241000.0
110,tile_chm_k1_110.tif,153000.0,240000.0,154000.0,241000.0
111,tile_chm_k1_111.tif,154000.0,240000.0,155000.0,241000.0
112,tile_chm_k1_112.tif,155000.0,240000.0,156000.0,241000.0
113,tile_chm_k1_113.tif,156000.0,240000.0,157000.0,241000.0
114,tile_chm_k1_114.tif,157000.0,240000.0,158000.0,241000.0
115,tile_chm_k1_115.tif,158000.0,240000.0,159000.0,241000.0
116,tile_chm_k1_116.tif,159000.0,240000.0,160000.0,241000.0
117,tile_chm_k1_117.tif,160000.0,240000.0,161000.0,241000.0
118,tile_chm_k1_118.tif,161000.0,240000.0,162000.0,241000.0
119,tile_chm_k1_119.tif,145000.0,239000.0,146000.0,240000.0
120,tile_chm_k1_120.tif,146000.0,239000.0,147000.0,240000.0
121,tile_chm_k1_121.tif,147000.0,239000.0,148000.0,240000.0
122,tile_chm_k1_122.tif,148000.0,239000.0,149000.0,240000.0
123,tile_chm_k1_123.tif,149000.0,239000.0,150000.0,240000.0
124,tile_chm_k1_124.tif,150000.0,239000.0,151000.0,240000.0
125,tile_chm_k1_125.tif,151000.0,239000.0,152000.0,240000.0
126,tile_chm_k1_126.tif,152000.0,239000.0,153000.0,240000.0
127,tile_chm_k1_127.tif,153000.0,239000.0,154000.0,240000.0
128,tile_chm_k1_128.tif,154000.0,239000.0,155000.0,240000.0
129,tile_chm_k1_129.tif,155000.0,239000.0,156000.0,240000.0
130,tile_chm_k1_130.tif,156000.0,239000.0,157000.0,240000.0
131,tile_chm_k1_131.tif,157000.0,239000.0,158000.0,240000.0
132,tile_chm_k1_132.tif,158000.0,239000.0,159000.0,240000.0
133,tile_chm_k1_133.tif,159000.0,239000.0,160000.0,240000.0
134,tile_chm_k1_134.tif,160000.0,239000.0,161000.0,240000.0
135,tile_chm_k1_135.tif,161000.0,239000.0,162000.0,240000.0
136,tile_chm_k1_136.tif,145000.0,238000.0,146000.0,239000.0
137,tile_chm_k1_137.tif,146000.0,238000.0,147000.0,239000.0
138,tile_chm_k1_138.tif,147000.0,238000.0,148000.0,239000.0
139,tile_chm_k1_139.tif,148000.0,238000.0,149000.0,239000.0
140,tile_chm_k1_140.tif,149000.0,238000.0,150000.0,239000.0
141,tile_chm_k1_141.tif,150000.0,238000.0,151000.0,239000.0
142,tile_chm_k1_142.tif,151000.0,238000.0,152000.0,239000.0
143,tile_chm_k1_143.tif,152000.0,238000.0,153000.0,239000.0
144,tile_chm_k1_144.tif,153000.0,238000.0,154000.0,239000.0
145,tile_chm_k1_145.tif,154000.0,238000.0,155000.0,239000.0
146,tile_chm_k1_146.tif,155000.0,238000.0,156000.0,239000.0
147,tile_chm_k1_147.tif,156000.0,238000.0,157000.0,239000.0
148,tile_chm_k1_148.tif,157000.0,238000.0,158000.0,239000.0
149,tile_chm_k1_149.tif,158000.0,238000.0,159000.0,239000.0
150,tile_chm_k1_150.tif,159000.0,238000.0,160000.0,239000.0
151,tile_chm_k1_151.tif,160000.0,238000.0,161000.0,239000.0
152,tile_chm_k1_152.tif,161000.0,238000.0,162000.0,239000.0
153,tile_chm_k2_0.tif,162000.0,249000.0,163000.0,250000.0
154,tile_chm_k2_1.tif,163000.0,249000.0,164000.0,250000.0
155,tile_chm_k2_2.tif,164000.0,249000.0,165000.0,250000.0
156,tile_chm_k2_3.tif,165000.0,249000.0,166000.0,250000.0
157,tile_chm_k2_4.tif,166000.0,249000.0,167000.0,250000.0
158,tile_chm_k2_5.tif,167000.0,249000.0,168000.0,250000.0
159,tile_chm_k2_6.tif,168000.0,249000.0,169000.0,250000.0
160,tile_chm_k2_7.tif,169000.0,249000.0,170000.0,250000.0
161,tile_chm_k2_8.tif,170000.0,249000.0,171000.0,250000.0
162,tile_chm_k2_9.tif,171000.0,249000.0,172000.0,250000.0
163,tile_chm_k2_10.tif,172000.0,249000.0,173000.0,250000.0
164,tile_chm_k2_11.tif,173000.0,249000.0,174000.0,250000.0
165,tile_chm_k2_12.tif,174000.0,249000.0,175000.0,250000.0
166,tile_chm_k2_13.tif,175000.0,249000.0,176000.0,250000.0
167,tile_chm_k2_14.tif,176000.0,249000.0,177000.0,250000.0
168,tile_chm_k2_15.tif,177000.0,249000.0,178000.0,250000.0
169,tile_chm_k2_16.tif,178000.0,249000.0,179000.0,250000.0
170,tile_chm_k2_17.tif,179000.0,249000.0,180000.0,250000.0
171,tile_chm_k2_18.tif,180000.0,249000.0,181000.0,250000.0
172,tile_chm_k2_19.tif,181000.0,249000.0,182000.0,250000.0
173,tile_chm_k2_20.tif,182000.0,249000.0,183000.0,250000.0
174,tile_chm_k2_21.tif,183000.0,249000.0,184000.0,250000.0
175,tile_chm_k2_22.tif,184000.0,249000.0,185000.0,250000.0
176,tile_chm_k2_23.tif,185000.0,249000.0,186000.0,250000.0
177,tile_chm_k2_24.tif,186000.0,249000.0,187000.0,250000.0
178,tile_chm_k2_25.tif,187000.0,249000.0,188000.0,250000.0
179,tile_chm_k2_26.tif,188000.0,249000.0,189000.0,250000.0
180,tile_chm_k2_27.tif,189000.0,249000.0,190000.0,250000.0
181,tile_chm_k2_28.tif,190000.0,249000.0,191000.0,250000.0
182,tile_chm_k2_29.tif,191000.0,249000.0,192000.0,250000.0
183,tile_chm_k2_30.tif,192000.0,249000.0,193000.0,250000.0
184,tile_chm_k2_31.tif,193000.0,249000.0,194000.0,250000.0
185,tile_chm_k2_32.tif,162000.0,248000.0,163000.0,249000.0
186,tile_chm_k2_33.tif,163000.0,248000.0,164000.0,249000.0
187,tile_chm_k2_34.tif,164000.0,248000.0,165000.0,249000.0
188,tile_chm_k2_35.tif,165000.0,248000.0,166000.0,249000.0
189,tile_chm_k2_36.tif,166000.0,248000.0,167000.0,249000.0
190,tile_chm_k2_37.tif,167000.0,248000.0,168000.0,249000.0
191,tile_chm_k2_38.tif,168000.0,248000.0,169000.0,249000.0
192,tile_chm_k2_39.tif,169000.0,248000.0,170000.0,249000.0
193,tile_chm_k2_40.tif,170000.0,248000.0,171000.0,249000.0
194,tile_chm_k2_41.tif,171000.0,248000.0,172000.0,249000.0
195,tile_chm_k2_42.tif,172000.0,248000.0,173000.0,249000.0
196,tile_chm_k2_43.tif,173000.0,248000.0,174000.0,249000.0
197,tile_chm_k2_44.tif,174000.0,248000.0,175000.0,249000.0
198,tile_chm_k2_45.tif,175000.0,248000.0,176000.0,249000.0
199,tile_chm_k2_46.tif,176000.0,248000.0,177000.0,249000.0
200,tile_chm_k2_47.tif,177000.0,248000.0,178000.0,249000.0
201,tile_chm_k2_48.tif,178000.0,248000.0,179000.0,249000.0
202,tile_chm_k2_49.tif,179000.0,248000.0,180000.0,249000.0
203,tile_chm_k2_50.tif,180000.0,248000.0,181000.0,249000.0
204,tile_chm_k2_51.tif,181000.0,248000.0,182000.0,249000.0
205,tile_chm_k2_52.tif,182000.0,248000.0,183000.0,249000.0
206,tile_chm_k2_53.tif,183000.0,248000.0,184000.0,249000.0
207,tile_chm_k2_54.tif,184000.0,248000.0,185000.0,249000.0
208,tile_chm_k2_55.tif,185000.0,248000.0,186000.0,249000.0
209,tile_chm_k2_56.tif,186000.0,248000.0,187000.0,249000.0
210,tile_chm_k2_57.tif,187000.0,248000.0,188000.0,249000.0
211,tile_chm_k2_58.tif,188000.0,248000.0,189000.0,249000.0
212,tile_chm_k2_59.tif,189000.0,248000.0,190000.0,249000.0
213,tile_chm_k2_60.tif,190000.0,248000.0,191000.0,249000.0
214,tile_chm_k2_61.tif,191000.0,248000.0,192000.0,249000.0
215,tile_chm_k2_62.tif,192000.0,248000.0,193000.0,249000.0
216,tile_chm_k2_63.tif,193000.0,248000.0,194000.0,249000.0
217,tile_chm_k2_64.tif,162000.0,247000.0,163000.0,248000.0
218,tile_chm_k2_65.tif,163000.0,247000.0,164000.0,248000.0
219,tile_chm_k2_66.tif,164000.0,247000.0,165000.0,248000.0
220,tile_chm_k2_67.tif,165000.0,247000.0,166000.0,248000.0
221,tile_chm_k2_68.tif,166000.0,247000.0,167000.0,248000.0
222,tile_chm_k2_69.tif,167000.0,247000.0,168000.0,248000.0
223,tile_chm_k2_70.tif,168000.0,247000.0,169000.0,248000.0
224,tile_chm_k2_71.tif,169000.0,247000.0,170000.0,248000.0
225,tile_chm_k2_72.tif,170000.0,247000.0,171000.0,248000.0
226,tile_chm_k2_73.tif,171000.0,247000.0,172000.0,248000.0
227,tile_chm_k2_74.tif,172000.0,247000.0,173000.0,248000.0
228,tile_chm_k2_75.tif,173000.0,247000.0,174000.0,248000.0
229,tile_chm_k2_76.tif,174000.0,247000.0,175000.0,248000.0
230,tile_chm_k2_77.tif,175000.0,247000.0,176000.0,248000.0
231,tile_chm_k2_78.tif,176000.0,247000.0,177000.0,248000.0
232,tile_chm_k2_79.tif,177000.0,247000.0,178000.0,248000.0
233,tile_chm_k2_80.tif,178000.0,247000.0,179000.0,248000.0
234,tile_chm_k2_81.tif,179000.0,247000.0,180000.0,248000.0
235,tile_chm_k2_82.tif,180000.0,247000.0,181000.0,248000.0
236,tile_chm_k2_83.tif,181000.0,247000.0,182000.0,248000.0
237,tile_chm_k2_84.tif,182000.0,247000.0,183000.0,248000.0
238,tile_chm_k2_85.tif,183000.0,247000.0,184000.0,248000.0
239,tile_chm_k2_86.tif,184000.0,247000.0,185000.0,248000.0
240,tile_chm_k2_87.tif,185000.0,247000.0,186000.0,248000.0
241,tile_chm_k2_88.tif,186000.0,247000.0,187000.0,248000.0
242,tile_chm_k2_89.tif,187000.0,247000.0,188000.0,248000.0
243,tile_chm_k2_90.tif,188000.0,247000.0,189000.0,248000.0
244,tile_chm_k2_91.tif,189000.0,247000.0,190000.0,248000.0
245,tile_chm_k2_92.tif,190000.0,247000.0,191000.0,248000.0
246,tile_chm_k2_93.tif,191000.0,247000.0,192000.0,248000.0
247,tile_chm_k2_94.tif,192000.0,247000.0,193000.0,248000.0
248,tile_chm_k2_95.tif,193000.0,247000.0,194000.0,248000.0
249,tile_chm_k2_96.tif,162000.0,246000.0,163000.0,247000.0
250,tile_chm_k2_97.tif,163000.0,246000.0,164000.0,247000.0
251,tile_chm_k2_98.tif,164000.0,246000.0,165000.0,247000.0
252,tile_chm_k2_99.tif,165000.0,246000.0,166000.0,247000.0
253,tile_chm_k2_100.tif,166000.0,246000.0,167000.0,247000.0
254,tile_chm_k2_101.tif,167000.0,246000.0,168000.0,247000.0
255,tile_chm_k2_102.tif,168000.0,246000.0,169000.0,247000.0
256,tile_chm_k2_103.tif,169000.0,246000.0,170000.0,247000.0
257,tile_chm_k2_104.tif,170000.0,246000.0,171000.0,247000.0
258,tile_chm_k2_105.tif,171000.0,246000.0,172000.0,247000.0
259,tile_chm_k2_106.tif,172000.0,246000.0,173000.0,247000.0
260,tile_chm_k2_107.tif,173000.0,246000.0,174000.0,247000.0
261,tile_chm_k2_108.tif,174000.0,246000.0,175000.0,247000.0
262,tile_chm_k2_109.tif,175000.0,246000.0,176000.0,247000.0
263,tile_chm_k2_110.tif,176000.0,246000.0,177000.0,247000.0
264,tile_chm_k2_111.tif,177000.0,246000.0,178000.0,247000.0
265,tile_chm_k2_112.tif,178000.0,246000.0,179000.0,247000.0
266,tile_chm_k2_113.tif,179000.0,246000.0,180000.0,247000.0
267,tile_chm_k2_114.tif,180000.0,246000.0,181000.0,247000.0
268,tile_chm_k2_115.tif,181000.0,246000.0,182000.0,247000.0
269,tile_chm_k2_116.tif,182000.0,246000.0,183000.0,247000.0
270,tile_chm_k2_117.tif,183000.0,246000.0,184000.0,247000.0
271,tile_chm_k2_118.tif,184000.0,246000.0,185000.0,247000.0
272,tile_chm_k2_119.tif,185000.0,246000.0,186000.0,247000.0
273,tile_chm_k2_120.tif,186000.0,246000.0,187000.0,247000.0
274,tile_chm_k2_121.tif,187000.0,246000.0,188000.0,247000.0
275,tile_chm_k2_122.tif,188000.0,246000.0,189000.0,247000.0
276,tile_chm_k2_123.tif,189000.0,246000.0,190000.0,247000.0
277,tile_chm_k2_124.tif,190000.0,246000.0,191000.0,247000.0
278,tile_chm_k2_125.tif,191000.0,246000.0,192000.0,247000.0
279,tile_chm_k2_126.tif,192000.0,246000.0,193000.0,247000.0
280,tile_chm_k2_127.tif,193000.0,246000.0,194000.0,247000.0
281,tile_chm_k2_128.tif,162000.0,245000.0,163000.0,246000.0
282,tile_chm_k2_129.tif,163000.0,245000.0,164000.0,246000.0
283,tile_chm_k2_130.tif,164000.0,245000.0,165000.0,246000.0
284,tile_chm_k2_131.tif,165000.0,245000.0,166000.0,246000.0
285,tile_chm_k2_132.tif,166000.0,245000.0,167000.0,246000.0
286,tile_chm_k2_133.tif,167000.0,245000.0,168000.0,246000.0
287,tile_chm_k2_134.tif,168000.0,245000.0,169000.0,246000.0
288,tile_chm_k2_135.tif,169000.0,245000.0,170000.0,246000.0
289,tile_chm_k2_136.tif,170000.0,245000.0,171000.0,246000.0
290,tile_chm_k2_137.tif,171000.0,245000.0,172000.0,246000.0
291,tile_chm_k2_138.tif,172000.0,245000.0,173000.0,246000.0
292,tile_chm_k2_139.tif,173000.0,245000.0,174000.0,246000.0
293,tile_chm_k2_140.tif,174000.0,245000.0,175000.0,246000.0
294,tile_chm_k2_141.tif,175000.0,245000.0,176000.0,246000.0
295,tile_chm_k2_142.tif,176000.0,245000.0,177000.0,246000.0
296,tile_chm_k2_143.tif,177000.0,245000.0,178000.0,246000.0
297,tile_chm_k2_144.tif,178000.0,245000.0,179000.0,246000.0
298,tile_chm_k2_145.tif,179000.0,245000.0,180000.0,246000.0
299,tile_chm_k2_146.tif,180000.0,245000.0,181000.0,246000.0
300,tile_chm_k2_147.tif,181000.0,245000.0,182000.0,246000.0
301,tile_chm_k2_148.tif,182000.0,245000.0,183000.0,246000.0
302,tile_chm_k2_149.tif,183000.0,245000.0,184000.0,246000.0
303,tile_chm_k2_150.tif,184000.0,245000.0,185000.0,246000.0
304,tile_chm_k2_151.tif,185000.0,245000.0,186000.0,246000.0
305,tile_chm_k2_152.tif,186000.0,245000.0,187000.0,246000.0
306,tile_chm_k2_153.tif,187000.0,245000.0,188000.0,246000.0
307,tile_chm_k2_154.tif,188000.0,245000.0,189000.0,246000.0
308,tile_chm_k2_155.tif,189000.0,245000.0,190000.0,246000.0
309,tile_chm_k2_156.tif,190000.0,245000.0,191000.0,246000.0
310,tile_chm_k2_157.tif,191000.0,245000.0,192000.0,246000.0
311,tile_chm_k2_158.tif,192000.0,245000.0,193000.0,246000.0
312,tile_chm_k2_159.tif,193000.0,245000.0,194000.0,246000.0
313,tile_chm_k2_160.tif,162000.0,244000.0,163000.0,245000.0
314,tile_chm_k2_161.tif,163000.0,244000.0,164000.0,245000.0
315,tile_chm_k2_162.tif,164000.0,244000.0,165000.0,245000.0
316,tile_chm_k2_163.tif,165000.0,244000.0,166000.0,245000.0
317,tile_chm_k2_164.tif,166000.0,244000.0,167000.0,245000.0
318,tile_chm_k2_165.tif,167000.0,244000.0,168000.0,245000.0
319,tile_chm_k2_166.tif,168000.0,244000.0,169000.0,245000.0
320,tile_chm_k2_167.tif,169000.0,244000.0,170000.0,245000.0
321,tile_chm_k2_168.tif,170000.0,244000.0,171000.0,245000.0
322,tile_chm_k2_169.tif,171000.0,244000.0,172000.0,245000.0
323,tile_chm_k2_170.tif,172000.0,244000.0,173000.0,245000.0
324,tile_chm_k2_171.tif,173000.0,244000.0,174000.0,245000.0
325,tile_chm_k2_172.tif,174000.0,244000.0,175000.0,245000.0
326,tile_chm_k2_173.tif,175000.0,244000.0,176000.0,245000.0
327,tile_chm_k2_174.tif,176000.0,244000.0,177000.0,245000.0
328,tile_chm_k2_175.tif,177000.0,244000.0,178000.0,245000.0
329,tile_chm_k2_176.tif,178000.0,244000.0,179000.0,245000.0
330,tile_chm_k2_177.tif,179000.0,244000.0,180000.0,245000.0
331,tile_chm_k2_178.tif,180000.0,244000.0,181000.0,245000.0
332,tile_chm_k2_179.tif,181000.0,244000.0,182000.0,245000.0
333,tile_chm_k2_180.tif,182000.0,244000.0,183000.0,245000.0
334,tile_chm_k2_181.tif,183000.0,244000.0,184000.0,245000.0
335,tile_chm_k2_182.tif,184000.0,244000.0,185000.0,245000.0
336,tile_chm_k2_183.tif,185000.0,244000.0,186000.0,245000.0
337,tile_chm_k2_184.tif,186000.0,244000.0,187000.0,245000.0
338,tile_chm_k2_185.tif,187000.0,244000.0,188000.0,245000.0
339,tile_chm_k2_186.tif,188000.0,244000.0,189000.0,245000.0
340,tile_chm_k2_187.tif,189000.0,244000.0,190000.0,245000.0
341,tile_chm_k2_188.tif,190000.0,244000.0,191000.0,245000.0
342,tile_chm_k2_189.tif,191000.0,244000.0,192000.0,245000.0
343,tile_chm_k2_190.tif,192000.0,244000.0,193000.0,245000.0
344,tile_chm_k2_191.tif,193000.0,244000.0,194000.0,245000.0
345,tile_chm_k2_192.tif,162000.0,243000.0,163000.0,244000.0
346,tile_chm_k2_193.tif,163000.0,243000.0,164000.0,244000.0
347,tile_chm_k2_194.tif,164000.0,243000.0,165000.0,244000.0
348,tile_chm_k2_195.tif,165000.0,243000.0,166000.0,244000.0
349,tile_chm_k2_196.tif,166000.0,243000.0,167000.0,244000.0
350,tile_chm_k2_197.tif,167000.0,243000.0,168000.0,244000.0
351,tile_chm_k2_198.tif,168000.0,243000.0,169000.0,244000.0
352,tile_chm_k2_199.tif,169000.0,243000.0,170000.0,244000.0
353,tile_chm_k2_200.tif,170000.0,243000.0,171000.0,244000.0
354,tile_chm_k2_201.tif,171000.0,243000.0,172000.0,244000.0
355,tile_chm_k2_202.tif,172000.0,243000.0,173000.0,244000.0
356,tile_chm_k2_203.tif,173000.0,243000.0,174000.0,244000.0
357,tile_chm_k2_204.tif,174000.0,243000.0,175000.0,244000.0
358,tile_chm_k2_205.tif,175000.0,243000.0,176000.0,244000.0
359,tile_chm_k2_206.tif,176000.0,243000.0,177000.0,244000.0
360,tile_chm_k2_207.tif,177000.0,243000.0,178000.0,244000.0
361,tile_chm_k2_208.tif,178000.0,243000.0,179000.0,244000.0
362,tile_chm_k2_209.tif,179000.0,243000.0,180000.0,244000.0
363,tile_chm_k2_210.tif,180000.0,243000.0,181000.0,244000.0
364,tile_chm_k2_211.tif,181000.0,243000.0,182000.0,244000.0
365,tile_chm_k2_212.tif,182000.0,243000.0,183000.0,244000.0
366,tile_chm_k2_213.tif,183000.0,243000.0,184000.0,244000.0
367,tile_chm_k2_214.tif,184000.0,243000.0,185000.0,244000.0
368,tile_chm_k2_215.tif,185000.0,243000.0,186000.0,244000.0
369,tile_chm_k2_216.tif,186000.0,243000.0,187000.0,244000.0
370,tile_chm_k2_217.tif,187000.0,243000.0,188000.0,244000.0
371,tile_chm_k2_218.tif,188000.0,243000.0,189000.0,244000.0
372,tile_chm_k2_219.tif,189000.0,243000.0,190000.0,244000.0
373,tile_chm_k2_220.tif,190000.0,243000.0,191000.0,244000.0
374,tile_chm_k2_221.tif,191000.0,243000.0,192000.0,244000.0
375,tile_chm_k2_222.tif,192000.0,243000.0,193000.0,244000.0
376,tile_chm_k2_223.tif,193000.0,243000.0,194000.0,244000.0
377,tile_chm_k2_224.tif,162000.0,242000.0,163000.0,243000.0
378,tile_chm_k2_225.tif,163000.0,242000.0,164000.0,243000.0
379,tile_chm_k2_226.tif,164000.0,242000.0,165000.0,243000.0
380,tile_chm_k2_227.tif,165000.0,242000.0,166000.0,243000.0
381,tile_chm_k2_228.tif,166000.0,242000.0,167000.0,243000.0
382,tile_chm_k2_229.tif,167000.0,242000.0,168000.0,243000.0
383,tile_chm_k2_230.tif,168000.0,242000.0,169000.0,243000.0
384,tile_chm_k2_231.tif,169000.0,242000.0,170000.0,243000.0
385,tile_chm_k2_232.tif,170000.0,242000.0,171000.0,243000.0
386,tile_chm_k2_233.tif,171000.0,242000.0,172000.0,243000.0
387,tile_chm_k2_234.tif,172000.0,242000.0,173000.0,243000.0
